GEO_ID,zip_code,household_total,median_household_income,mean_household_income,total_families,median_family_income,mean_family_income,calculated_household_total,not_all_lengths_1
860Z200US04290,4290,669,66544,72688,456,81875,86261,48628272,Yes
860Z200US04292,4292,373,46023,58839,291,48750,63905,21946947,Yes
860Z200US04294,4294,1422,50489,66514,888,58103,76669,94582908,Yes
860Z200US04330,4330,12227,46515,64328,6409,72063,82860,786538456,Yes
860Z200US04342,4342,717,69375,69752,536,63214,70047,50012184,Yes
860Z200US04344,4344,1381,59519,72044,768,81648,84640,99492764,Yes
860Z200US04345,4345,4760,64859,85942,3294,86197,99294,409083920,Yes
860Z200US04346,4346,792,52639,66761,442,63864,69429,52874712,Yes
860Z200US04347,4347,1289,57250,73878,547,68954,101209,95228742,Yes
860Z200US04348,4348,1169,65231,73142,819,69609,79940,85502998,Yes
860Z200US04349,4349,581,54375,65600,414,70833,76659,38113600,Yes
860Z200US04350,4350,1482,71691,83206,1023,94911,98811,123311292,Yes
860Z200US04351,4351,974,77941,103250,701,90662,113581,100565500,Yes
860Z200US04352,4352,665,55375,81622,425,72656,89548,54278630,Yes
860Z200US04353,4353,895,75139,80909,579,90188,93734,72413555,Yes
860Z200US04354,4354,618,77333,105548,415,88795,94112,65228664,Yes
860Z200US04355,4355,959,94219,113580,696,100833,118665,108923220,Yes
860Z200US04357,4357,1484,55878,63476,876,65938,73385,94198384,Yes
860Z200US04358,4358,1845,83705,93035,1192,85410,85955,171649575,Yes
860Z200US04359,4359,127,-,79120,78,110673,109574,10048240,Yes
860Z200US05868,5868,35,122813,114811,35,122813,114811,4018385,Yes
860Z200US04360,4360,229,63274,68964,180,67500,76064,15792756,Yes
860Z200US04363,4363,1051,59440,73945,732,61845,76334,77716195,Yes
860Z200US04364,4364,2533,74338,78308,1571,85457,95350,198354164,Yes
860Z200US04401,4401,18773,57428,74680,10082,79097,97911,1401967640,Yes
860Z200US04406,4406,328,42222,59643,214,51146,69204,19562904,Yes
860Z200US04408,4408,100,58750,72982,48,93750,102279,7298200,Yes
860Z200US04410,4410,430,71786,78061,302,88618,89810,33566230,Yes
860Z200US04411,4411,620,71250,73119,440,83696,83248,45333780,Yes
860Z200US04412,4412,4074,50614,65991,2110,64962,85075,268847334,Yes
860Z200US04413,4413,75,55083,51333,20,79000,79170,3849975,Yes
860Z200US04414,4414,667,53750,66892,509,66908,76005,44616964,Yes
860Z200US04415,4415,116,37500,41375,43,45156,57605,4799500,Yes
860Z200US04416,4416,2327,49397,62352,1416,59747,78255,145093104,Yes
860Z200US04417,4417,203,32257,44356,104,51667,60513,9004268,Yes
860Z200US04418,4418,633,49896,54882,402,53281,66195,34740306,Yes
860Z200US04419,4419,1204,86623,83442,936,88784,88809,100464168,Yes
860Z200US04421,4421,256,85556,104470,173,91875,111249,26744320,Yes
860Z200US04422,4422,400,63333,90289,287,70114,105597,36115600,Yes
860Z200US04424,4424,378,40098,46040,260,41765,52728,17403120,Yes
860Z200US04426,4426,1969,45088,63555,1174,57434,84129,125139795,Yes
860Z200US04427,4427,1088,53913,65327,710,78750,82644,71075776,Yes
860Z200US04428,4428,1267,61629,83594,908,73281,89932,105913598,Yes
860Z200US04429,4429,2102,80833,111618,1347,88750,128333,234621036,Yes
860Z200US04430,4430,721,40875,53492,419,57917,63534,38567732,Yes
860Z200US04434,4434,418,72625,73352,323,72292,71415,30661136,Yes
860Z200US04435,4435,438,60806,65911,323,72690,71982,28869018,Yes
860Z200US15731,15731,146,50865,47408,104,-,60102,6921568,Yes
860Z200US04438,4438,525,64271,62347,269,65625,67079,32732175,Yes
860Z200US04441,4441,757,47344,69324,474,60400,85969,52478268,Yes
860Z200US04442,4442,37,-,65941,23,-,72017,2439817,Yes
860Z200US04443,4443,916,42969,57103,586,51250,63289,52306348,Yes
860Z200US04444,4444,3541,92512,118267,2451,106797,143989,418783447,Yes
860Z200US04448,4448,561,44875,49748,379,57188,57678,27908628,Yes
860Z200US04449,4449,490,46563,61021,301,60625,67865,29900290,Yes
860Z200US04450,4450,553,68869,70907,386,71897,78490,39211571,Yes
860Z200US04451,4451,119,27011,39059,51,61518,56275,4648021,Yes
860Z200US04453,4453,287,34417,51451,173,50089,61311,14766437,Yes
860Z200US04454,4454,13,18542,20892,13,18542,20892,271596,Yes
860Z200US04455,4455,260,41316,57632,203,47250,66506,14984320,Yes
860Z200US04456,4456,1164,63500,76319,826,83646,79879,88835316,Yes
860Z200US15750,15750,112,36518,63161,103,-,66937,7074032,Yes
860Z200US04457,4457,2700,38688,49039,1542,53289,62084,132405300,Yes
860Z200US04459,4459,323,44531,54266,195,56528,58950,17527918,Yes
860Z200US04460,4460,598,32321,47501,376,47976,54807,28405598,Yes
860Z200US04461,4461,1197,56303,64038,783,72768,72137,76653486,Yes
860Z200US04462,4462,2349,41521,52671,1416,51893,68678,123724179,Yes
860Z200US04463,4463,1153,50799,55583,696,51150,61865,64087199,Yes
860Z200US04464,4464,213,49125,64927,140,61100,65126,13829451,Yes
860Z200US04468,4468,3881,46270,67777,2194,69429,82530,263042537,Yes
860Z200US04471,4471,240,37500,53816,167,42969,56184,12915840,Yes
860Z200US04472,4472,862,58790,77381,578,87000,94996,66702422,Yes
860Z200US04473,4473,3465,51233,82240,1500,112727,126089,284961600,Yes
860Z200US04474,4474,1551,74977,94297,1078,92051,110521,146254647,Yes
860Z200US04475,4475,221,43750,57681,150,57813,66456,12747501,Yes
860Z200US04479,4479,585,40375,55319,376,53571,66161,32361615,Yes
860Z200US04481,4481,230,62917,82661,162,66000,97229,19012030,Yes
860Z200US04485,4485,66,53000,85673,44,77000,107284,5654418,Yes
860Z200US04487,4487,376,41500,49807,252,55379,58380,18727432,Yes
860Z200US04488,4488,463,54028,69521,305,69205,79201,32188223,Yes
860Z200US04489,4489,111,-,65112,42,-,N,7227432,Yes
860Z200US04490,4490,105,55938,74758,75,60938,80040,7849590,Yes
860Z200US04491,4491,86,48125,60031,49,90625,81616,5162666,Yes
860Z200US04492,4492,34,43750,47194,22,65833,56177,1604596,Yes
860Z200US04493,4493,764,54327,69937,559,65114,79136,53431868,Yes
860Z200US04495,4495,187,39531,55206,99,44375,53456,10323522,Yes
860Z200US15752,15752,16,21136,25175,10,-,N,402800,Yes
860Z200US04496,4496,1587,80958,89423,1212,83625,97227,141914301,Yes
860Z200US04497,4497,173,41250,58719,103,68750,79578,10158387,Yes
860Z200US04530,4530,5008,65486,85827,3061,87603,100642,429821616,Yes
860Z200US04535,4535,278,76563,94421,193,78750,99027,26249038,Yes
860Z200US04537,4537,660,62885,106905,396,75750,101159,70557300,Yes
860Z200US04538,4538,836,56196,80410,406,85000,119759,67222760,Yes
860Z200US04539,4539,654,68750,97595,460,83148,97190,63827130,Yes
860Z200US04541,4541,29,49821,64121,14,-,N,1859509,Yes
860Z200US04543,4543,917,51033,70050,495,65987,92156,64235850,Yes
860Z200US04544,4544,467,53994,85546,248,139000,130046,39949982,Yes
860Z200US04547,4547,499,69107,86469,328,75357,102029,43148031,Yes
860Z200US04548,4548,458,74318,87227,298,93750,105339,39949966,Yes
860Z200US04551,4551,279,74375,92677,209,82188,102449,25856883,Yes
860Z200US04553,4553,778,79313,115398,539,123750,147195,89779644,Yes
860Z200US04554,4554,326,78421,90975,184,100357,110238,29657850,Yes
860Z200US04555,4555,697,79716,99988,512,93125,115354,69691636,Yes
860Z200US04556,4556,557,74120,100630,355,98438,128069,56050910,Yes
860Z200US04558,4558,102,67250,83407,52,84318,113831,8507514,Yes
860Z200US04562,4562,1040,90500,98591,749,113339,108781,102534640,Yes
860Z200US04563,4563,645,60852,90864,401,75987,105399,58607280,Yes
860Z200US04564,4564,207,92788,151978,123,-,215473,31459446,Yes
860Z200US04568,4568,257,53125,94975,128,82500,133094,24408575,Yes
860Z200US04571,4571,309,48885,75923,161,-,95536,23460207,Yes
860Z200US04572,4572,2639,44182,66605,1208,69906,97171,175770595,Yes
860Z200US04573,4573,178,79773,113409,138,79375,125919,20186802,Yes
860Z200US04574,4574,691,52557,94784,427,63250,126036,65495744,Yes
860Z200US04575,4575,106,-,137598,78,123750,163235,14585388,Yes
860Z200US04576,4576,278,59500,83342,142,96250,113418,23169076,Yes
860Z200US04578,4578,1994,64516,76885,1199,80995,90547,153308690,Yes
860Z200US04579,4579,1202,86286,91538,936,89167,96654,110028676,Yes
860Z200US04605,4605,6244,61641,78761,3588,78606,95120,491783684,Yes
860Z200US04606,4606,518,43088,54703,341,55417,61506,28336154,Yes
860Z200US04607,4607,566,54375,85659,381,74851,109974,48482994,Yes
860Z200US04609,4609,2208,71900,91009,1297,106033,118502,200947872,Yes
860Z200US04611,4611,190,53750,74021,129,54911,84940,14063990,Yes
860Z200US04612,4612,222,78261,104480,175,79102,102843,23194560,Yes
860Z200US04613,4613,42,74063,90529,42,74063,90529,3802218,Yes
860Z200US04614,4614,1228,53566,75470,751,63431,90399,92677160,Yes
860Z200US04616,4616,349,54191,62078,195,73875,83566,21665222,Yes
860Z200US04617,4617,348,44967,71818,189,78438,88282,24992664,Yes
860Z200US04619,4619,1664,39009,53230,928,65106,70825,88574720,Yes
860Z200US06414,6414,30,213571,269127,30,213571,269127,8073810,Yes
860Z200US04622,4622,397,33403,47223,213,49191,66039,18747531,Yes
860Z200US04623,4623,366,56071,64318,218,65833,73273,23540388,Yes
860Z200US04624,4624,103,50956,51717,73,50662,47766,5326851,Yes
860Z200US04625,4625,32,48214,80669,15,-,120933,2581408,Yes
860Z200US04626,4626,240,49250,63901,156,83500,83828,15336240,Yes
860Z200US04627,4627,807,56583,78147,454,79167,99312,63064629,Yes
860Z200US04628,4628,241,48274,56563,152,66250,74134,13631683,Yes
860Z200US04630,4630,529,51750,70057,379,52946,68785,37060153,Yes
860Z200US04631,4631,599,39375,57343,330,75294,81304,34348457,Yes
860Z200US04634,4634,846,53333,61758,521,60353,68209,52247268,Yes
860Z200US04635,4635,6,-,56117,3,-,N,336702,Yes
860Z200US04640,4640,1059,62639,86989,640,78100,90685,92121351,Yes
860Z200US04642,4642,78,60938,88264,46,105577,122207,6884592,Yes
860Z200US04643,4643,320,60588,72578,204,62206,72664,23224960,Yes
860Z200US04645,4645,22,-,76300,8,-,166525,1678600,Yes
860Z200US04646,4646,41,63304,71844,25,64306,85628,2945604,Yes
860Z200US04648,4648,263,47679,55390,174,52500,58832,14567570,Yes
860Z200US04649,4649,541,43750,60590,248,67167,84432,32779190,Yes
860Z200US04650,4650,133,100313,102597,62,126250,152269,13645401,Yes
860Z200US04652,4652,727,51146,69826,426,75227,96779,50763502,Yes
860Z200US04653,4653,318,55227,60066,199,75729,76226,19100988,Yes
860Z200US04654,4654,1282,36792,55262,763,50729,71628,70845884,Yes
860Z200US04655,4655,396,51900,74733,282,59667,89878,29594268,Yes
860Z200US04657,4657,144,56500,75736,87,91250,95245,10905984,Yes
860Z200US71320,71320,79,-,21253,8,-,N,1678987,Yes
860Z200US04658,4658,536,44545,61110,312,64167,70730,32754960,Yes
860Z200US04660,4660,502,81413,114014,310,114375,128940,57235028,Yes
860Z200US04662,4662,238,68214,122317,127,133208,151275,29111446,Yes
860Z200US04664,4664,482,61190,69883,346,63646,71068,33683606,Yes
860Z200US04666,4666,517,53906,58819,337,64417,68027,30409423,Yes
860Z200US04667,4667,536,61250,73107,363,78750,83837,39185352,Yes
860Z200US04668,4668,760,43750,55275,486,54130,63869,42009000,Yes
860Z200US04669,4669,56,85417,99711,51,86458,100565,5583816,Yes
860Z200US04671,4671,217,62813,88163,169,66875,105633,19131371,Yes
860Z200US04673,4673,68,22500,40293,39,24327,41726,2739924,Yes
860Z200US04674,4674,111,46625,47096,61,59792,58943,5227656,Yes
860Z200US04675,4675,80,-,56463,25,145417,133012,4517040,Yes
860Z200US04676,4676,575,67625,77113,304,69179,100957,44339975,Yes
860Z200US04864,4864,1557,77102,83855,999,77973,81528,130562235,Yes
860Z200US04677,4677,131,72734,76509,70,71250,87724,10022679,Yes
860Z200US04679,4679,708,48452,69636,391,71676,97585,49302288,Yes
860Z200US04680,4680,514,61053,81094,339,64792,100577,41682316,Yes
860Z200US04681,4681,477,63359,77518,211,87396,96283,36976086,Yes
860Z200US04684,4684,858,68158,97864,486,87500,107967,83967312,Yes
860Z200US04685,4685,195,73906,93018,133,96250,111829,18138510,Yes
860Z200US04686,4686,66,53611,54995,51,56563,62953,3629670,Yes
860Z200US04691,4691,188,49135,69216,144,49808,77324,13012608,Yes
860Z200US04693,4693,230,56591,71480,107,86172,106055,16440400,Yes
860Z200US04694,4694,944,47024,61196,611,60033,67475,57769024,Yes
860Z200US04730,4730,4032,49727,67095,2416,68068,88488,270527040,Yes
860Z200US04732,4732,731,41741,46652,345,49938,59488,34102612,Yes
860Z200US04733,4733,156,50568,58900,98,51648,59972,9188400,Yes
860Z200US04734,4734,339,71141,83753,256,73810,99827,28392267,Yes
860Z200US04735,4735,203,40625,53910,108,57727,77418,10943730,Yes
860Z200US04736,4736,4139,47423,63203,2332,55745,77064,261597217,Yes
860Z200US04739,4739,331,39250,58776,198,64583,73995,19454856,Yes
860Z200US04740,4740,594,43864,59768,368,71818,80601,35502192,Yes
860Z200US04742,4742,1303,44719,71409,965,74121,83801,93045927,Yes
860Z200US04743,4743,1939,54105,87803,1267,65152,80587,170250017,Yes
860Z200US04745,4745,376,50667,55673,265,55852,60924,20933048,Yes
860Z200US04746,4746,201,31339,43344,96,48571,55886,8712144,Yes
860Z200US04747,4747,562,50667,61957,366,65909,78318,34819834,Yes
860Z200US04750,4750,777,40188,52823,502,43158,55119,41043471,Yes
860Z200US04756,4756,1510,40153,53255,864,63986,75599,80415050,Yes
860Z200US04757,4757,1089,70428,76496,810,77500,86570,83304144,Yes
860Z200US04758,4758,532,53587,62300,359,57171,72857,33143600,Yes
860Z200US04760,4760,317,42321,54207,137,63516,66477,17183619,Yes
860Z200US04761,4761,172,45682,73388,126,46705,74803,12622736,Yes
860Z200US04762,4762,200,46250,63099,130,69167,77083,12619800,Yes
860Z200US04763,4763,304,42000,50835,217,46250,55058,15453840,Yes
860Z200US04764,4764,13,27188,37138,6,56250,54550,482794,Yes
860Z200US04765,4765,461,37596,49738,246,53125,68273,22929218,Yes
860Z200US04766,4766,157,48906,80668,105,67083,102234,12664876,Yes
860Z200US04768,4768,178,49375,68906,126,61875,77775,12265268,Yes
860Z200US04769,4769,4157,47853,60228,2212,60670,73491,250367796,Yes
860Z200US04772,4772,396,66471,77650,297,74250,85991,30749400,Yes
860Z200US04773,4773,295,52356,54341,237,65719,62209,16030595,Yes
860Z200US04774,4774,312,37647,43463,152,46111,53189,13560456,Yes
860Z200US04776,4776,325,47321,63756,246,48750,66404,20720700,Yes
860Z200US04777,4777,152,37188,44574,96,45000,48342,6775248,Yes
860Z200US04779,4779,171,77708,90647,139,85313,95062,15500637,Yes
860Z200US04780,4780,335,50260,56890,222,64583,68651,19058150,Yes
860Z200US04781,4781,213,52946,58911,151,52656,62160,12548043,Yes
860Z200US04783,4783,199,44107,67484,119,51563,73287,13429316,Yes
860Z200US04785,4785,857,31921,56653,395,52917,78070,48551621,Yes
860Z200US04786,4786,743,42330,53839,493,60673,67300,40002377,Yes
860Z200US04787,4787,179,36250,49514,143,44531,55917,8863006,Yes
860Z200US04841,4841,3367,48871,61242,1437,74695,86392,206201814,Yes
860Z200US04843,4843,2373,84123,99543,1268,107849,129471,236215539,Yes
860Z200US04847,4847,665,74288,101592,499,82212,115230,67558680,Yes
860Z200US04848,4848,329,67813,86547,177,83542,115828,28473963,Yes
860Z200US04849,4849,1672,70820,95656,1132,80682,113876,159936832,Yes
860Z200US04851,4851,34,63750,86844,29,91875,101817,2952696,Yes
860Z200US04852,4852,43,-,108528,27,108558,100281,4666704,Yes
860Z200US04853,4853,198,77500,94955,148,76250,88661,18801090,Yes
860Z200US04854,4854,696,69167,97567,382,97833,125458,67906632,Yes
860Z200US04855,4855,159,243397,218057,147,243518,232709,34671063,Yes
860Z200US04856,4856,1364,83542,106738,1037,85651,116240,145590632,Yes
860Z200US04858,4858,558,76368,97665,397,78977,113653,54497070,Yes
860Z200US04859,4859,371,71382,100193,263,82083,117651,37171603,Yes
860Z200US04860,4860,825,40703,67556,591,64018,72679,55733700,Yes
860Z200US04861,4861,1308,55922,59465,742,57063,65923,77780220,Yes
860Z200US04862,4862,1718,55139,65972,1044,74878,84842,113339896,Yes
860Z200US04863,4863,479,76979,110135,300,103194,126391,52754665,Yes
860Z200US04901,4901,10942,46358,65684,6171,63137,82142,718714328,Yes
860Z200US04910,4910,862,51667,66278,525,57250,73334,57131636,Yes
860Z200US04911,4911,806,41250,61847,415,53750,77562,49848682,Yes
860Z200US04912,4912,282,38971,47678,156,51500,62408,13445196,Yes
860Z200US04915,4915,4174,55614,74534,2655,69528,88696,311104916,Yes
860Z200US04917,4917,1308,77161,114156,938,85909,130957,149316048,Yes
860Z200US04920,4920,840,34386,44320,394,51500,63361,37228800,Yes
860Z200US04921,4921,664,50250,68954,450,58500,80215,45785456,Yes
860Z200US04922,4922,412,38750,51758,245,52938,59055,21324296,Yes
860Z200US04923,4923,232,64091,70579,158,81250,83277,16374328,Yes
860Z200US04924,4924,920,50909,61564,656,61875,70123,56638880,Yes
860Z200US04925,4925,11,117917,167782,11,117917,167782,1845602,Yes
860Z200US04927,4927,1462,66899,74180,1010,82391,88720,108451160,Yes
860Z200US04928,4928,868,53966,62632,522,73092,80250,54364576,Yes
860Z200US04929,4929,322,37250,47521,200,50893,57083,15301762,Yes
860Z200US04930,4930,1954,44167,68965,1290,59746,85159,134757610,Yes
860Z200US04932,4932,514,57125,73253,321,65417,86796,37652042,Yes
860Z200US04936,4936,112,33333,55424,52,-,80629,6207488,Yes
860Z200US04937,4937,2891,45966,56998,1442,74439,75869,164781218,Yes
860Z200US04938,4938,3771,51096,75290,2008,63088,102673,283918590,Yes
860Z200US04939,4939,394,38333,53356,228,61250,68743,21022264,Yes
860Z200US04941,4941,732,58170,67994,488,59792,76365,49771608,Yes
860Z200US04942,4942,528,34079,46161,344,47841,54928,24373008,Yes
860Z200US04943,4943,756,31667,57737,383,57750,83701,43649172,Yes
860Z200US04945,4945,580,49474,53044,293,53092,67370,30765520,Yes
860Z200US04947,4947,790,66042,102256,440,96250,141621,80782240,Yes
860Z200US04949,4949,335,60313,64455,231,69479,74345,21592425,Yes
860Z200US04950,4950,1995,44307,59170,1271,56616,76916,118044150,Yes
860Z200US04951,4951,475,64539,74802,287,59904,75645,35530950,Yes
860Z200US04952,4952,796,60833,70895,558,73889,81235,56432420,Yes
860Z200US04953,4953,1425,56358,69068,930,70063,82067,98421900,Yes
860Z200US04955,4955,571,66964,75316,432,74583,85704,43005436,Yes
860Z200US04956,4956,275,55250,76029,176,72500,73627,20907975,Yes
860Z200US04957,4957,1642,50234,100895,1124,61161,125059,165669590,Yes
860Z200US04958,4958,832,52283,56012,515,65168,68657,46601984,Yes
860Z200US04961,4961,397,37932,46194,254,39286,52920,18339018,Yes
860Z200US04963,4963,3086,72588,90989,2298,96827,106455,280792054,Yes
860Z200US04964,4964,84,-,77119,48,126250,110127,6477996,Yes
860Z200US04965,4965,817,61250,64681,516,80550,77102,52844377,Yes
860Z200US04966,4966,703,42011,59025,412,55000,71147,41494575,Yes
860Z200US04967,4967,1503,50372,56588,943,51443,63542,85051764,Yes
860Z200US04969,4969,462,51053,65494,334,61429,70428,30258228,Yes
860Z200US04970,4970,733,57829,78248,488,73167,96038,57355784,Yes
860Z200US04971,4971,767,43438,72773,479,69036,92666,55816891,Yes
860Z200US04973,4973,546,86667,85805,369,100550,98609,46849530,Yes
860Z200US04974,4974,1386,47466,57941,628,49833,65710,80306226,Yes
