GEO_ID,zip_code,household_total,median_household_income,mean_household_income,total_families,median_family_income,mean_family_income,calculated_household_total,not_all_lengths_1
860Z200US43147,43147,14796,112104,127595,12142,119520,139168,1887895620,Yes
860Z200US43148,43148,689,60968,74564,522,61937,81937,51374596,Yes
860Z200US43149,43149,1074,51890,70292,788,68452,78872,75493608,Yes
860Z200US43150,43150,893,65020,75993,605,75507,94091,67861749,Yes
860Z200US43151,43151,86,49167,63034,65,54250,68280,5420924,Yes
860Z200US43152,43152,310,55893,80245,232,56429,87861,24875950,Yes
860Z200US43153,43153,363,81250,93863,258,125083,102340,34072269,Yes
860Z200US43154,43154,1247,96696,99399,1083,104726,107208,123950553,Yes
860Z200US43155,43155,982,86042,88248,676,92350,105187,86659536,Yes
860Z200US43156,43156,83,75250,71457,59,92798,84980,5930931,Yes
860Z200US43157,43157,193,43092,46836,127,51875,54696,9039348,Yes
860Z200US43158,43158,132,90962,77303,82,100473,96613,10203996,Yes
860Z200US43160,43160,8956,49888,65467,5730,60352,78054,586322452,Yes
860Z200US43162,43162,2681,67652,82501,1823,79688,95908,221185181,Yes
860Z200US43164,43164,824,59881,75494,575,64948,86757,62207056,Yes
860Z200US43201,43201,14156,38609,64112,3310,57500,92614,907569472,Yes
860Z200US43202,43202,9384,59138,74059,3222,84000,98556,694969656,Yes
860Z200US43203,43203,4122,38797,50438,1633,37633,57434,207905436,Yes
860Z200US43204,43204,17589,52609,66892,10144,57963,72922,1176563388,Yes
860Z200US43205,43205,5415,44157,65827,2286,44401,69536,356453205,Yes
860Z200US43206,43206,11090,62310,87344,5109,65962,96608,968644960,Yes
860Z200US43207,43207,18992,52747,62329,11515,64377,70669,1183752368,Yes
860Z200US43209,43209,12061,77173,120861,7045,106679,163718,1457704521,Yes
860Z200US43210,43210,148,15833,25057,101,-,30222,3708436,Yes
860Z200US43211,43211,8696,30106,42077,5406,33910,43416,365901592,Yes
860Z200US43212,43212,11970,67053,110887,3959,149005,192909,1327317390,Yes
860Z200US43213,43213,15582,48195,66376,8638,56058,75015,1034270832,Yes
860Z200US43214,43214,12859,83227,104878,6510,108923,127606,1348626202,Yes
860Z200US43215,43215,10221,67390,92174,1416,107083,175676,942110454,Yes
860Z200US43217,43217,738,43500,48633,550,42625,44923,35891154,Yes
860Z200US43219,43219,11826,44535,58475,7203,53372,64441,691525350,Yes
860Z200US43220,43220,13230,71854,117482,6722,120742,169622,1554286860,Yes
860Z200US43221,43221,14627,106243,146387,9052,129681,180101,2141202649,Yes
860Z200US44619,44619,94,56304,53366,59,70560,60778,5016404,Yes
860Z200US43222,43222,1657,25100,38179,856,28173,41578,63262603,Yes
860Z200US43223,43223,9103,43223,57260,5324,51606,61800,521237780,Yes
860Z200US43224,43224,18098,42890,54046,10180,50036,60241,978124508,Yes
860Z200US43227,43227,9985,39507,52426,5631,46850,57894,523473610,Yes
860Z200US43228,43228,22983,54958,66840,13529,64708,74651,1536183720,Yes
860Z200US43229,43229,21939,48601,59173,12847,54442,64751,1298196447,Yes
860Z200US43230,43230,24594,81601,100538,15666,101742,118377,2147483647,Yes
860Z200US43231,43231,8528,64033,76423,5491,71277,81737,651735344,Yes
860Z200US43232,43232,18943,44410,54699,11399,49945,62209,1036163157,Yes
860Z200US43235,43235,19107,77215,105294,10913,107795,135311,2011852458,Yes
860Z200US43240,43240,3554,80667,92150,1574,94634,109093,327501100,Yes
860Z200US43302,43302,19972,48359,67290,12403,62337,82596,1343915880,Yes
860Z200US43310,43310,1142,60529,76388,852,66635,81176,87235096,Yes
860Z200US43311,43311,8089,63070,72779,5463,75057,83200,588709331,Yes
860Z200US43314,43314,1173,70568,66295,785,75574,76159,77764035,Yes
860Z200US43315,43315,2746,62235,78588,2046,71610,88080,215802648,Yes
860Z200US43316,43316,2514,65574,70833,1763,75652,81495,178074162,Yes
860Z200US43317,43317,60,56250,58107,35,61250,65506,3486420,Yes
860Z200US43318,43318,1628,69531,112905,1227,83359,133988,183809340,Yes
860Z200US43319,43319,406,78370,107870,327,91583,125315,43795220,Yes
860Z200US43320,43320,516,44194,50900,317,37281,49891,26264400,Yes
860Z200US43321,43321,120,51875,64936,80,54375,70205,7792320,Yes
860Z200US43322,43322,126,52500,64678,98,67500,71628,8149428,Yes
860Z200US43323,43323,312,61786,62947,169,81250,80633,19639464,Yes
860Z200US43324,43324,1074,82500,116422,704,104028,143259,125037228,Yes
860Z200US43326,43326,5297,48718,64334,3458,62664,76782,340777198,Yes
860Z200US43330,43330,32,40833,44909,15,61250,54840,1437088,Yes
860Z200US43331,43331,2025,49982,75232,1282,63750,96007,152344800,Yes
860Z200US43332,43332,677,44712,64835,379,76875,89397,43893295,Yes
860Z200US43333,43333,285,83510,92761,227,96350,106542,26436885,Yes
860Z200US43334,43334,2466,71934,90208,1862,74934,91903,222452928,Yes
860Z200US43337,43337,398,43095,58992,230,68500,83304,23478816,Yes
860Z200US43338,43338,3757,60735,72773,2731,69056,82176,273408161,Yes
860Z200US43340,43340,703,62202,74749,534,70000,82081,52548547,Yes
860Z200US43341,43341,419,58257,69863,241,77426,93639,29272597,Yes
860Z200US43342,43342,1275,77750,105894,950,84194,112851,135014850,Yes
860Z200US43343,43343,632,54215,71245,308,67917,76946,45026840,Yes
860Z200US43344,43344,2260,65385,85310,1570,87851,97321,192800600,Yes
860Z200US43345,43345,356,76389,77439,260,78571,84311,27568284,Yes
860Z200US43347,43347,474,78500,82309,371,78125,79215,39014466,Yes
860Z200US43348,43348,1001,35536,56533,540,54583,64036,56589533,Yes
860Z200US43350,43350,101,54107,55553,77,52321,54788,5610853,Yes
860Z200US43351,43351,4456,59136,75973,2951,71529,91278,338535688,Yes
860Z200US43356,43356,429,75250,94836,325,87548,104671,40684644,Yes
860Z200US43357,43357,1672,72589,79948,1172,77457,91247,133673056,Yes
860Z200US43358,43358,1006,73611,77914,788,71471,83133,78381484,Yes
860Z200US43359,43359,251,55125,62269,180,44224,54495,15629519,Yes
860Z200US43360,43360,676,90703,88805,517,96250,99267,60032180,Yes
860Z200US43402,43402,14033,46609,67892,6193,77212,97476,952728436,Yes
860Z200US43406,43406,698,54313,61341,515,58785,65969,42816018,Yes
860Z200US43407,43407,207,62083,78815,152,63571,87369,16314705,Yes
860Z200US43408,43408,104,55000,66733,66,63750,78429,6940232,Yes
860Z200US43410,43410,3931,54780,73279,2739,80288,86748,288059749,Yes
860Z200US43412,43412,1528,85417,104645,1195,92361,108415,159897560,Yes
860Z200US43413,43413,384,71275,74377,265,74926,86033,28560768,Yes
860Z200US43416,43416,1242,75261,82590,871,89142,99399,102576780,Yes
860Z200US43420,43420,12191,53191,66345,7637,69038,79791,808811895,Yes
860Z200US43430,43430,1934,68542,74149,1352,70000,81170,143404166,Yes
860Z200US43431,43431,1762,73364,81740,1304,81635,92935,144025880,Yes
860Z200US43432,43432,425,108920,363319,321,135880,468525,154410575,Yes
860Z200US43434,43434,37,60208,60859,29,53036,49000,2251783,Yes
860Z200US43435,43435,405,72764,117473,272,79643,155095,47576565,Yes
860Z200US43437,43437,152,44375,63589,120,60000,64883,9665528,Yes
860Z200US43438,43438,149,82188,123022,100,94318,155968,18330278,Yes
860Z200US43440,43440,2262,66324,92844,1367,87580,110727,210013128,Yes
860Z200US43442,43442,356,53375,61811,248,72857,73887,22004716,Yes
860Z200US43443,43443,699,80288,85053,502,91053,97585,59452047,Yes
860Z200US43445,43445,462,91389,94153,348,100278,98073,43498686,Yes
860Z200US43446,43446,43,51563,81942,30,86250,97343,3523506,Yes
860Z200US43447,43447,1193,80313,102394,897,98125,104568,122156042,Yes
860Z200US43449,43449,3481,61674,73622,2376,75612,86736,256278182,Yes
860Z200US43450,43450,1466,76111,91051,1087,84844,96888,133480766,Yes
860Z200US43451,43451,458,75227,92587,364,79000,100740,42404846,Yes
860Z200US43452,43452,6676,53938,82215,3993,78185,96228,548867340,Yes
860Z200US43456,43456,179,78523,103879,115,92250,135543,18594341,Yes
860Z200US43457,43457,544,52031,77204,307,73750,92872,41998976,Yes
860Z200US43458,43458,153,65234,60919,101,45208,60971,9320607,Yes
860Z200US43460,43460,2580,76489,89382,1533,103625,109606,230605560,Yes
860Z200US43462,43462,418,74000,75689,331,78250,80250,31638002,Yes
860Z200US43463,43463,204,61522,68276,97,67557,77345,13928304,Yes
860Z200US43464,43464,860,35000,58961,455,59363,78542,50706460,Yes
860Z200US43465,43465,2292,51119,62699,1473,66750,76653,143706108,Yes
860Z200US43466,43466,851,74223,73769,637,79549,84852,62777419,Yes
860Z200US43467,43467,45,73750,58347,28,80500,75529,2625615,Yes
860Z200US43468,43468,215,86771,88020,164,112869,100777,18924300,Yes
860Z200US43469,43469,1170,72442,94902,761,86309,119006,111035340,Yes
860Z200US43501,43501,319,55221,56589,232,67885,65666,18051891,Yes
860Z200US43502,43502,2594,68370,84049,1930,86731,97436,218023106,Yes
860Z200US43504,43504,393,84236,99877,338,86250,106912,39251661,Yes
860Z200US43505,43505,30,60000,60803,17,68750,82124,1824090,Yes
860Z200US43506,43506,6431,54796,71462,3825,65293,78492,459572122,Yes
860Z200US43511,43511,418,69250,84555,262,102656,101249,35343990,Yes
860Z200US43512,43512,11550,65633,82780,7739,75490,92548,956109000,Yes
860Z200US43515,43515,2970,70324,86422,2231,79911,99179,256673340,Yes
860Z200US43516,43516,1036,62414,75892,708,81750,87963,78624112,Yes
860Z200US43517,43517,1482,51346,64854,941,72607,79176,96113628,Yes
860Z200US43518,43518,1100,78590,83426,887,88079,90943,91768600,Yes
860Z200US43519,43519,124,68469,88047,102,69031,98645,10917828,Yes
860Z200US43521,43521,1175,49475,63414,746,59630,74635,74511450,Yes
860Z200US43522,43522,1391,79875,95667,1009,83536,108988,133072797,Yes
860Z200US43524,43524,437,70179,74346,358,79375,81277,32489202,Yes
860Z200US43525,43525,412,83750,101461,326,106528,116177,41801932,Yes
860Z200US43526,43526,2035,57201,66854,1339,74193,78544,136047890,Yes
860Z200US43527,43527,930,60161,82381,577,82734,104138,76614330,Yes
860Z200US43528,43528,6602,79651,106828,4614,98250,126998,705278456,Yes
860Z200US43529,43529,95,59792,61648,76,65833,64987,5856560,Yes
860Z200US43531,43531,124,-,41915,100,65381,49094,5197460,Yes
860Z200US43532,43532,1274,70938,79936,961,78384,87443,101838464,Yes
860Z200US43533,43533,569,56985,72181,435,60313,77717,41070989,Yes
860Z200US43534,43534,669,73578,75171,426,93958,84169,50289399,Yes
860Z200US43535,43535,239,53021,66236,186,58750,74968,15830404,Yes
860Z200US43536,43536,104,66563,73413,55,57361,66233,7634952,Yes
860Z200US43537,43537,12484,79255,105647,7761,102695,128075,1318897148,Yes
860Z200US43540,43540,550,96000,108580,379,114514,123378,59719000,Yes
860Z200US43541,43541,59,57917,62673,44,62500,61945,3697707,Yes
860Z200US43542,43542,1491,143145,166802,1237,155542,193778,248701782,Yes
860Z200US43543,43543,3267,51639,60931,1999,62839,67773,199061577,Yes
860Z200US43545,43545,5890,61074,77731,3688,73487,84998,457835590,Yes
860Z200US43547,43547,143,123750,131020,143,123750,131020,18735860,Yes
860Z200US43548,43548,314,84167,80697,225,96875,94722,25338858,Yes
860Z200US43549,43549,529,82538,82513,417,87054,93358,43649377,Yes
860Z200US43551,43551,17755,86639,115184,11387,106025,141718,2045091920,Yes
860Z200US43553,43553,185,86118,84446,135,91042,98967,15622510,Yes
860Z200US43554,43554,875,48750,62468,541,67656,80839,54659500,Yes
860Z200US43556,43556,603,66528,73332,445,81563,82616,44219196,Yes
860Z200US43557,43557,960,68750,71597,656,83519,82135,68733120,Yes
860Z200US43558,43558,5558,66438,82046,3791,73676,89247,456011668,Yes
860Z200US43560,43560,12007,95733,137067,8949,110819,157154,1645763469,Yes
860Z200US43565,43565,155,65156,75436,110,66250,82060,11692580,Yes
860Z200US43566,43566,3475,86197,106398,2248,101571,122725,369733050,Yes
860Z200US43567,43567,4997,63479,76734,3475,73877,85383,383439798,Yes
860Z200US43569,43569,1088,62750,74662,680,88397,91185,81232256,Yes
860Z200US43570,43570,1222,61579,70455,863,68644,80823,86096010,Yes
860Z200US43571,43571,2725,86583,114383,1891,117344,135904,311693675,Yes
860Z200US43604,43604,4949,15004,32856,1643,19190,30427,162604344,Yes
860Z200US43605,43605,10059,31383,40058,6051,36770,44441,402943422,Yes
860Z200US43606,43606,9963,53441,78688,5272,78098,105589,783968544,Yes
860Z200US43607,43607,8968,33505,44324,3930,45722,58284,397497632,Yes
860Z200US43608,43608,5455,27516,39413,2862,31781,43750,214997915,Yes
860Z200US43609,43609,8468,37595,44825,5033,43451,50158,379578100,Yes
860Z200US43610,43610,1770,35179,46137,1135,43828,50806,81662490,Yes
860Z200US43611,43611,7705,50860,61414,4852,58803,70013,473194870,Yes
860Z200US43612,43612,11577,44352,59606,6906,52574,66252,690058662,Yes
860Z200US43613,43613,13404,57800,65808,8056,72626,78060,882090432,Yes
860Z200US43614,43614,13744,50113,62785,6541,71509,81530,862917040,Yes
860Z200US43615,43615,17948,50508,69745,9858,65510,91546,1251783260,Yes
860Z200US43616,43616,8509,66826,84745,5536,88026,102874,721095205,Yes
860Z200US43617,43617,2973,110820,138108,2311,135823,156248,410595084,Yes
860Z200US43619,43619,3063,67303,87787,2040,88623,104577,268891581,Yes
860Z200US43620,43620,2290,29344,45779,1136,35070,49454,104833910,Yes
860Z200US43623,43623,9027,62142,73420,5118,76215,89561,662762340,Yes
860Z200US43701,43701,22739,48689,67093,13676,62009,77663,1525627727,Yes
860Z200US43711,43711,12,-,22892,9,-,N,274704,Yes
860Z200US43713,43713,2415,56904,69865,1629,72393,80284,168723975,Yes
860Z200US43716,43716,833,37878,62845,500,57917,90732,52349885,Yes
860Z200US43717,43717,60,50000,66407,36,50625,61767,3984420,Yes
860Z200US43718,43718,1101,75375,89892,796,83520,98623,98971092,Yes
860Z200US43719,43719,1021,45625,92786,650,66250,114406,94734506,Yes
860Z200US43720,43720,454,54265,63416,280,66071,85609,28790864,Yes
860Z200US43721,43721,89,-,35828,89,-,35828,3188692,Yes
860Z200US43722,43722,139,-,68039,139,44648,56700,9457421,Yes
860Z200US43723,43723,1911,43192,56394,1118,53333,70642,107768934,Yes
860Z200US43724,43724,2737,47382,70468,1561,61932,93989,192870916,Yes
860Z200US43725,43725,8414,47257,62337,5093,60300,73359,524503518,Yes
860Z200US43727,43727,575,50559,61526,389,76198,74954,35377450,Yes
860Z200US43728,43728,501,42269,58352,371,49028,61114,29234352,Yes
860Z200US43730,43730,842,64100,70275,648,67614,78059,59171550,Yes
860Z200US43731,43731,1948,46957,58624,1328,59392,69462,114199552,Yes
860Z200US43732,43732,605,57986,66220,360,79844,81245,40063100,Yes
860Z200US43734,43734,598,95042,105548,542,95735,110846,63117704,Yes
860Z200US43735,43735,62,-,43318,50,-,48848,2685716,Yes
860Z200US43736,43736,12,39375,50525,4,63750,73025,606300,Yes
860Z200US43738,43738,51,-,50167,20,75500,61150,2558517,Yes
860Z200US43739,43739,810,97692,114584,748,103667,117187,92813040,Yes
860Z200US43740,43740,94,62885,62852,61,63942,69187,5908088,Yes
860Z200US43746,43746,312,53095,66240,199,-,78333,20666880,Yes
860Z200US43747,43747,522,53750,85547,355,68281,88973,44655534,Yes
860Z200US43748,43748,1061,65060,68067,719,67065,77123,72219087,Yes
860Z200US43749,43749,936,43846,58614,528,66651,74044,54862704,Yes
860Z200US43750,43750,29,-,68607,21,-,84571,1989603,Yes
860Z200US43754,43754,466,56250,117340,348,67188,73424,54680440,Yes
860Z200US43755,43755,745,44018,60433,476,51912,73382,45022585,Yes
860Z200US43756,43756,2168,46944,56256,1327,59016,67660,121963008,Yes
860Z200US43758,43758,1102,44500,52964,739,57386,63481,58366328,Yes
860Z200US43759,43759,68,52917,57535,46,54583,66615,3912380,Yes
860Z200US43760,43760,558,43906,56879,391,58150,71398,31738482,Yes
860Z200US43762,43762,1721,71172,84316,1113,85250,103484,145107836,Yes
860Z200US43764,43764,2867,46138,65558,2079,55125,75891,187954786,Yes
860Z200US43766,43766,513,52772,53930,288,64432,69444,27666090,Yes
860Z200US43767,43767,490,67976,73657,281,83011,87659,36091930,Yes
860Z200US43768,43768,158,-,69156,117,-,66644,10926648,Yes
860Z200US43771,43771,871,46735,56143,626,49375,57016,48900553,Yes
860Z200US43772,43772,743,57154,67093,560,56111,67806,49850099,Yes
860Z200US43773,43773,1061,39899,58436,697,55759,71140,62000596,Yes
860Z200US43777,43777,1940,50685,61615,1443,55021,65580,119533100,Yes
860Z200US43778,43778,479,60375,78316,362,80781,93560,37513364,Yes
860Z200US43779,43779,213,54387,55694,185,55121,61951,11862822,Yes
860Z200US43780,43780,909,54491,103860,637,65673,115322,94408740,Yes
860Z200US43782,43782,226,56607,60899,180,79000,65682,13763174,Yes
860Z200US43783,43783,1898,68966,71505,1337,81696,80262,135716490,Yes
860Z200US43786,43786,33,47750,53327,23,48750,59983,1759791,Yes
860Z200US43787,43787,1152,46957,55211,900,50526,59372,63603072,Yes
860Z200US43788,43788,324,26845,47390,204,44250,56096,15354360,Yes
860Z200US43791,43791,62,55347,44147,52,-,N,2737114,Yes
860Z200US43793,43793,1956,42585,62374,1118,66324,83636,122003544,Yes
860Z200US43802,43802,381,72813,82303,351,73507,84921,31357443,Yes
860Z200US43804,43804,1064,66810,87019,921,72650,94089,92588216,Yes
860Z200US43805,43805,95,-,61540,75,-,N,5846300,Yes
860Z200US43811,43811,290,37917,51772,177,42981,61827,15013880,Yes
860Z200US43812,43812,7767,47117,59549,4813,67070,72474,462517083,Yes
860Z200US43821,43821,1606,57115,74518,1212,75694,87084,119675908,Yes
860Z200US43822,43822,1876,53359,70170,1193,64078,84497,131638920,Yes
860Z200US43824,43824,1370,52500,71099,1026,63864,83456,97405630,Yes
860Z200US43830,43830,2124,77426,107583,1855,91991,117109,228506292,Yes
860Z200US43832,43832,3328,49188,58563,1953,61868,69866,194897664,Yes
860Z200US45132,45132,106,40000,41119,57,64063,49654,4358614,Yes
860Z200US43836,43836,59,46875,58683,37,68125,76497,3462297,Yes
860Z200US43837,43837,728,51667,61912,525,68578,75574,45071936,Yes
860Z200US43840,43840,399,53750,62727,272,62500,66206,25028073,Yes
860Z200US43842,43842,107,31493,44097,50,30952,33324,4718379,Yes
860Z200US43843,43843,401,35625,56328,274,56786,71698,22587528,Yes
860Z200US43844,43844,1652,51335,67064,1217,56375,69865,110789728,Yes
860Z200US43845,43845,1808,48007,59191,1348,51899,63354,107017328,Yes
860Z200US43901,43901,800,56020,75315,546,65603,90413,60252000,Yes
860Z200US43903,43903,778,51800,69921,518,63333,79652,54398538,Yes
860Z200US43905,43905,173,77981,86117,127,78814,101176,14898241,Yes
860Z200US43906,43906,3177,41299,60596,1980,49805,70218,192513492,Yes
860Z200US43907,43907,2052,49355,64659,1242,66522,78487,132680268,Yes
860Z200US43908,43908,455,46875,48140,327,52173,54591,21903700,Yes
860Z200US43910,43910,1428,60633,83690,919,64180,99947,119509320,Yes
860Z200US43912,43912,2696,47000,59628,1544,57121,69143,160757088,Yes
860Z200US43913,43913,500,43141,51723,310,50000,52643,25861500,Yes
860Z200US43915,43915,548,57692,71113,337,79728,83948,38969924,Yes
860Z200US43917,43917,1242,57667,89042,850,66831,90327,110590164,Yes
860Z200US43920,43920,9058,44819,59803,5627,63945,72224,541695574,Yes
860Z200US43926,43926,99,51125,67896,51,51875,63786,6721704,Yes
860Z200US43928,43928,43,96979,85035,31,-,N,3656505,Yes
860Z200US43930,43930,377,49107,65282,273,52829,78766,24611314,Yes
860Z200US43931,43931,94,53833,73062,55,90972,97384,6867828,Yes
860Z200US43932,43932,375,61250,81702,275,60417,60653,30638250,Yes
860Z200US43933,43933,745,49954,63293,513,61023,75308,47153285,Yes
860Z200US43934,43934,112,44211,48548,39,68487,63223,5437376,Yes
860Z200US43935,43935,3431,43870,55265,1903,56014,65789,189614215,Yes
860Z200US43938,43938,2400,49211,60946,1751,55607,65299,146270400,Yes
860Z200US43939,43939,130,56111,64709,77,61250,66349,8412170,Yes
860Z200US43940,43940,145,52639,56663,95,-,57617,8216135,Yes
860Z200US43942,43942,979,56534,71767,673,72604,86251,70259893,Yes
860Z200US43943,43943,1346,46386,63941,901,58750,76032,86064586,Yes
860Z200US43944,43944,913,59515,78064,742,72727,86860,71272432,Yes
860Z200US43945,43945,1177,46806,62419,860,52375,70645,73467163,Yes
860Z200US43946,43946,840,56224,66791,582,58889,67990,56104440,Yes
860Z200US43947,43947,2026,56747,69670,1240,71296,84100,141151420,Yes
860Z200US43948,43948,245,77679,100261,216,73500,93272,24563945,Yes
860Z200US43950,43950,5257,70739,85744,3554,89600,103455,450756208,Yes
860Z200US43951,43951,31,91518,75068,0,-,-,2327108,Yes
860Z200US43952,43952,6910,40130,55638,3505,59691,71229,384458580,Yes
860Z200US43953,43953,4876,63696,76886,3342,80258,92094,374896136,Yes
860Z200US43961,43961,129,32679,45498,79,43750,53849,5869242,Yes
860Z200US43962,43962,32,56250,62769,25,73438,75520,2008608,Yes
860Z200US43963,43963,615,48125,53468,344,59600,67851,32882820,Yes
860Z200US43964,43964,3946,47105,62871,2519,58927,75552,248088966,Yes
860Z200US43967,43967,51,97153,93586,51,97153,80120,4772886,Yes
860Z200US43968,43968,2595,55187,71597,1430,59853,72420,185794215,Yes
860Z200US43971,43971,470,45417,74059,257,79688,93589,34807730,Yes
860Z200US43972,43972,71,26530,33055,21,-,N,2346905,Yes
860Z200US43973,43973,833,53750,62489,604,61136,66751,52053337,Yes
860Z200US43976,43976,612,45500,70637,430,57000,84132,43229844,Yes
860Z200US43977,43977,809,52375,64000,509,59943,74676,51776000,Yes
860Z200US43981,43981,117,50313,54732,62,61875,70142,6403644,Yes
860Z200US43983,43983,149,59153,61415,81,78147,65902,9150835,Yes
860Z200US43985,43985,90,65833,55966,50,76500,64732,5036940,Yes
860Z200US43986,43986,698,55000,65375,451,68750,79060,45631750,Yes
860Z200US43988,43988,916,54394,74768,618,66809,89537,68487488,Yes
860Z200US44001,44001,8316,77685,98356,5877,94287,110569,817928496,Yes
860Z200US44003,44003,1566,48992,57746,1114,52273,61605,90430236,Yes
860Z200US44004,44004,13221,43336,57087,7798,57162,67472,754747227,Yes
860Z200US44112,44112,8236,27195,42687,3990,40121,60624,351570132,Yes
860Z200US44010,44010,558,58661,68456,375,82768,74805,38198448,Yes
860Z200US44011,44011,9137,113741,136052,6961,134868,160925,1243107124,Yes
860Z200US44012,44012,10311,95121,118296,6771,116827,142046,1219750056,Yes
860Z200US44017,44017,6978,60417,75147,3905,82530,92404,524375766,Yes
860Z200US44021,44021,2046,71087,87176,1346,91107,104022,178362096,Yes
860Z200US44022,44022,6846,134325,223582,5093,157266,251649,1530642372,Yes
860Z200US44023,44023,7277,115263,155551,5472,130671,172296,1131944627,Yes
860Z200US44024,44024,8896,95408,117820,6724,116404,136809,1048126720,Yes
860Z200US44026,44026,4343,89072,116890,3144,102969,135072,507653270,Yes
860Z200US44028,44028,3626,83550,105307,2547,103385,128716,381843182,Yes
860Z200US44030,44030,6020,54187,67253,4077,63928,79251,404863060,Yes
860Z200US44032,44032,404,-,182553,322,-,210370,73751412,Yes
860Z200US44035,44035,26894,47559,61992,15455,61229,72903,1667212848,Yes
860Z200US44039,44039,13297,82355,99748,9553,89486,105147,1326349156,Yes
860Z200US44040,44040,1117,186172,263072,902,234375,285796,293851424,Yes
860Z200US44041,44041,5974,49293,63009,3372,66361,80253,376415766,Yes
860Z200US44044,44044,4281,77491,99579,2935,92518,111402,426297699,Yes
860Z200US44045,44045,289,77650,83017,206,78958,90693,23991913,Yes
860Z200US44046,44046,732,64048,83829,501,76148,104676,61362828,Yes
860Z200US44047,44047,3680,58276,72077,2170,75284,92961,265243360,Yes
860Z200US44048,44048,831,53396,70190,640,56684,81021,58327890,Yes
860Z200US44049,44049,76,51250,58750,63,53125,62435,4465000,Yes
860Z200US44050,44050,2484,82697,94392,1918,97969,103903,234469728,Yes
860Z200US44052,44052,11689,39124,50194,6796,47830,58919,586717666,Yes
860Z200US44053,44053,8495,57596,69242,4976,77031,83106,588210790,Yes
860Z200US44054,44054,5359,69693,86117,3408,84061,98432,461501003,Yes
860Z200US44055,44055,8108,35200,48082,4298,45583,61196,389848856,Yes
860Z200US44056,44056,4733,97897,123947,3411,111275,140429,586641151,Yes
860Z200US44057,44057,7599,62741,79783,5133,78354,94060,606271017,Yes
860Z200US44060,44060,25494,77366,92339,16459,95661,109601,2147483647,Yes
860Z200US44062,44062,4275,64766,81251,3171,75250,92398,347348025,Yes
860Z200US44064,44064,683,70469,94315,372,97917,103991,64417145,Yes
860Z200US44065,44065,1648,86574,117870,1256,104750,136512,194249760,Yes
860Z200US44067,44067,8392,83066,102176,5480,105319,121837,857460992,Yes
860Z200US44068,44068,84,-,50983,72,-,49943,4282572,Yes
860Z200US44070,44070,13289,74569,92569,8573,90036,104110,1230149441,Yes
860Z200US44072,44072,1999,96103,130547,1474,105375,143403,260963453,Yes
860Z200US44074,44074,3803,63007,85228,2163,85572,112337,324122084,Yes
860Z200US44076,44076,1784,50268,70389,1173,58083,83945,125573976,Yes
860Z200US44693,44693,11,98250,96073,7,-,N,1056803,Yes
860Z200US44077,44077,23080,73953,91901,15255,91888,109707,2121075080,Yes
860Z200US44080,44080,92,60556,54884,55,-,N,5049328,Yes
860Z200US44081,44081,2572,80274,92947,1936,94688,105010,239059684,Yes
860Z200US44082,44082,622,44549,59302,459,43873,47264,36885844,Yes
860Z200US44084,44084,1465,63778,75552,983,74583,87215,110683680,Yes
860Z200US44085,44085,1270,58265,82997,937,64625,91146,105406190,Yes
860Z200US44086,44086,887,78041,94816,569,82176,112149,84101792,Yes
860Z200US44087,44087,9021,85815,114742,6057,106997,142633,1035087582,Yes
860Z200US44089,44089,6702,68896,102171,4307,82065,127602,684750042,Yes
860Z200US44090,44090,3977,74301,79581,2687,88295,93755,316493637,Yes
860Z200US44092,44092,7594,64777,77843,4418,78434,92514,591139742,Yes
860Z200US44093,44093,465,68972,63500,222,95556,83236,29527500,Yes
860Z200US44094,44094,16940,68792,93524,9516,96610,121974,1584296560,Yes
860Z200US44095,44095,14517,61853,73934,8195,76314,89142,1073299878,Yes
860Z200US44099,44099,692,56500,79053,536,77800,94831,54704676,Yes
860Z200US45156,45156,18,51250,49961,18,41250,45978,899298,Yes
860Z200US44102,44102,19366,33188,51746,8556,38031,63025,1002113036,Yes
860Z200US44103,44103,6921,22122,35165,2658,33085,47136,243376965,Yes
860Z200US44104,44104,8283,18591,30269,4038,19529,34120,250718127,Yes
860Z200US44105,44105,14859,31690,40921,7653,38332,48099,608045139,Yes
860Z200US44106,44106,10934,32745,71770,3493,81159,134577,784733180,Yes
860Z200US44107,44107,26319,57634,78393,10085,86523,106462,2063225367,Yes
860Z200US44108,44108,9143,29763,50039,4616,38841,65178,457506577,Yes
860Z200US44109,44109,16769,36777,49583,8820,43103,57969,831457327,Yes
860Z200US44110,44110,9303,24994,33784,3860,32151,45083,314292552,Yes
860Z200US44111,44111,17718,47076,61655,9748,54326,69664,1092403290,Yes
860Z200US44113,44113,9718,65179,97583,2792,81955,130575,948311594,Yes
860Z200US44114,44114,3847,45279,53051,607,50511,73855,204087197,Yes
860Z200US44115,44115,4494,19083,39520,1565,15785,41464,177602880,Yes
860Z200US44116,44116,9704,83524,134361,5531,134883,186992,1303839144,Yes
860Z200US44117,44117,4932,40028,51922,2213,59421,79411,256079304,Yes
860Z200US44118,44118,16477,67909,101279,9241,96066,130562,1668774083,Yes
860Z200US44119,44119,6140,39428,54276,2682,58218,74339,333254640,Yes
860Z200US44120,44120,16790,40563,69633,7693,64680,101305,1169138070,Yes
860Z200US44121,44121,13489,58714,71334,8114,69594,83448,962224326,Yes
